title T3s C3s A3s G3s CAI CBI Fop Nc GC3s GC L_sym L_aa Gravy Aromo 
NM_003905.4 0.4556 0.1894 0.4447 0.2073 0.127 0.012 0.417 51.64 0.294 0.390 520 534 -0.332023 0.086142 
NM_001514.6 0.4313 0.2061 0.3824 0.2166 0.127 0.096 0.452 49.77 0.331 0.438 305 316 -0.269304 0.063291 
NM_001664.4 0.3265 0.2925 0.2639 0.4179 0.113 0.039 0.427 58.93 0.535 0.494 185 193 -0.367876 0.072539 
NM_006559.3 0.2773 0.2913 0.2801 0.3642 0.066 -0.020 0.350 54.02 0.536 0.570 429 443 -0.811964 0.069977 
NM_016322.4 0.3964 0.2426 0.4294 0.2095 0.092 -0.036 0.383 52.80 0.344 0.428 209 215 -0.399070 0.093023 
NM_052859.4 0.2866 0.3341 0.2114 0.3636 0.067 -0.025 0.357 53.28 0.574 0.508 521 541 0.640480 0.125693 
NM_017884.6 0.3134 0.3410 0.2634 0.4173 0.101 -0.030 0.388 52.14 0.568 0.507 317 328 -1.301219 0.048780 
NM_006699.5 0.4165 0.2083 0.4051 0.2419 0.108 0.016 0.396 53.82 0.344 0.435 613 641 -0.392668 0.107644 
NM_018163.3 0.1960 0.3719 0.2214 0.4883 0.055 -0.089 0.324 50.75 0.672 0.567 296 304 -0.971053 0.032895 
NM_017768.5 0.4224 0.1677 0.4151 0.2529 0.092 -0.012 0.375 51.09 0.323 0.383 586 602 -0.206811 0.044850 
NM_025194.3 0.2151 0.4302 0.1753 0.4208 0.056 -0.075 0.329 47.28 0.684 0.615 651 683 -0.786237 0.073206 
NM_018641.5 0.0412 0.6294 0.0334 0.5610 0.053 0.006 0.376 30.73 0.940 0.657 399 414 -0.469565 0.128019 
NM_021260.4 0.2975 0.4051 0.1946 0.3832 0.092 -0.004 0.396 51.76 0.608 0.541 758 777 -0.484041 0.075933 
NM_006773.4 0.4245 0.2294 0.3552 0.2889 0.121 0.046 0.429 53.11 0.392 0.418 650 670 -0.561493 0.068657 
NM_020166.5 0.3578 0.2791 0.3292 0.2954 0.105 0.067 0.441 53.02 0.445 0.471 694 725 -0.321103 0.067586 
NM_014165.4 0.4206 0.2619 0.3723 0.2661 0.111 0.017 0.424 61.00 0.388 0.410 170 175 -0.532571 0.074286 
NM_016009.5 0.3865 0.2305 0.4255 0.2273 0.110 0.031 0.412 47.95 0.353 0.416 354 365 -0.417534 0.068493 
NM_006360.6 0.4594 0.2297 0.3633 0.2471 0.126 0.032 0.425 51.55 0.358 0.408 360 374 -0.184225 0.072193 
NM_002539.3 0.4216 0.3027 0.2598 0.2899 0.111 -0.008 0.402 56.76 0.454 0.469 443 461 -0.183080 0.099783 
NM_016406.4 0.3440 0.2960 0.2645 0.4182 0.084 -0.074 0.361 46.97 0.525 0.495 158 167 -0.510180 0.107784 
NM_015315.5 0.2805 0.4117 0.2314 0.3583 0.092 0.013 0.395 51.06 0.597 0.544 989 1019 -1.020412 0.088322 
NM_030939.5 0.4192 0.2994 0.3030 0.3268 0.115 0.010 0.418 59.38 0.455 0.431 220 229 -0.557642 0.104803 
NM_002712.3 0.2261 0.4100 0.2166 0.4881 0.069 -0.050 0.372 50.67 0.659 0.497 349 360 -0.556667 0.038889 
NM_005000.5 0.4211 0.1184 0.4211 0.3146 0.104 -0.004 0.394 49.36 0.339 0.425 109 116 -0.485345 0.060345 
NM_005817.5 0.1313 0.5094 0.0916 0.5028 0.055 -0.080 0.338 42.50 0.819 0.635 420 434 -0.385254 0.036866 
NM_183352.3 0.2157 0.5020 0.1659 0.3846 0.104 -0.004 0.412 47.89 0.691 0.565 301 322 -0.371739 0.086957 
NM_005207.4 0.2823 0.3871 0.2368 0.3427 0.089 0.036 0.413 51.77 0.577 0.536 293 303 -0.581848 0.089109 
NM_001013694.3 0.3271 0.2974 0.2261 0.4184 0.078 0.035 0.407 55.49 0.550 0.514 327 339 -0.292625 0.085546 
NM_018385.3 0.3765 0.2874 0.3171 0.3191 0.103 0.031 0.417 55.98 0.460 0.476 633 658 -0.814134 0.069909 
NM_002027.3 0.4064 0.2509 0.3432 0.3333 0.103 -0.018 0.394 51.87 0.427 0.453 363 379 -0.754353 0.100264 
NM_018066.4 0.1255 0.5490 0.1126 0.4717 0.062 -0.005 0.374 40.62 0.808 0.610 297 310 0.030322 0.093548 
NM_001190.4 0.1466 0.5114 0.1192 0.4530 0.057 -0.014 0.364 41.75 0.780 0.613 368 392 -0.072194 0.094388 
NM_002493.5 0.4205 0.1705 0.3085 0.4253 0.075 -0.095 0.356 50.12 0.441 0.445 118 128 -0.696875 0.125000 
NM_006245.4 0.2471 0.4577 0.1563 0.4600 0.072 -0.042 0.373 50.13 0.689 0.538 582 602 -0.530897 0.096346 
NM_014763.4 0.3899 0.2431 0.3377 0.2925 0.080 -0.032 0.371 51.80 0.414 0.471 278 292 -0.481849 0.085616 
NM_080821.3 0.1707 0.3902 0.2364 0.3613 0.049 -0.144 0.267 46.57 0.642 0.580 187 192 0.304167 0.067708 
NM_024611.6 0.4517 0.1783 0.4607 0.1792 0.130 0.036 0.424 46.84 0.275 0.382 951 982 -0.493992 0.066191 
NM_006386.5 0.3792 0.2685 0.2809 0.3034 0.081 -0.019 0.366 55.93 0.455 0.518 707 729 -0.612346 0.078189 
NM_033117.4 0.3623 0.3043 0.3423 0.2908 0.109 0.075 0.440 49.27 0.451 0.458 184 190 -0.645790 0.089474 
NM_014106.4 0.5222 0.1779 0.4158 0.2397 0.144 0.032 0.434 46.91 0.299 0.370 678 691 -0.737482 0.086831 
NM_021222.3 0.3178 0.3397 0.2507 0.3535 0.094 0.010 0.397 54.97 0.540 0.507 446 453 -0.097793 0.052980 
NM_080391.4 0.4361 0.1880 0.3950 0.2743 0.115 0.033 0.416 42.94 0.348 0.433 161 167 -0.349701 0.089820 
NM_020202.5 0.3739 0.2883 0.3271 0.2704 0.097 -0.030 0.381 56.47 0.433 0.471 270 276 -0.185870 0.105072 
NM_015871.5 0.1389 0.4537 0.1509 0.4808 0.050 0.032 0.377 39.72 0.762 0.649 130 134 -1.071642 0.044776 
NM_015530.5 0.3316 0.2781 0.3512 0.2000 0.093 0.081 0.420 55.54 0.408 0.501 441 452 -0.138717 0.044248 
NM_002264.4 0.3951 0.2512 0.3405 0.2955 0.094 0.012 0.410 51.13 0.414 0.447 519 538 -0.217100 0.068773 
NM_007043.7 0.4280 0.1751 0.4268 0.2828 0.149 0.106 0.472 48.51 0.342 0.391 371 381 -0.781365 0.060367 
NM_005262.3 0.1084 0.5482 0.1277 0.4857 0.062 0.011 0.374 39.73 0.815 0.662 195 205 -0.956098 0.087805 
NM_004589.4 0.2785 0.3122 0.3067 0.3378 0.083 0.038 0.403 60.87 0.517 0.520 288 301 -0.441528 0.093023 
NM_173618.3 0.1520 0.4559 0.1508 0.4410 0.049 -0.054 0.317 41.06 0.746 0.626 240 244 -0.713115 0.057377 
NM_018229.4 0.4673 0.1834 0.4189 0.1848 0.122 0.034 0.421 49.86 0.285 0.396 477 490 -0.121837 0.106122 
NM_032038.3 0.1646 0.4917 0.0833 0.4139 0.055 0.009 0.364 39.12 0.777 0.636 511 528 0.450568 0.094697 
NM_015131.3 0.3682 0.2481 0.4027 0.2495 0.095 -0.043 0.374 54.07 0.386 0.446 653 677 -0.472083 0.053176 
NM_003145.4 0.2866 0.3694 0.2199 0.3233 0.094 0.078 0.424 54.14 0.571 0.523 177 183 0.027323 0.109290 
NM_005969.4 0.3750 0.2794 0.4218 0.2780 0.143 0.069 0.462 51.92 0.404 0.435 366 375 -0.781067 0.093333 
NM_012406.4 0.3818 0.3227 0.2855 0.2565 0.120 0.075 0.443 55.38 0.458 0.481 769 801 -0.399875 0.053683 
NM_031288.4 0.2435 0.3690 0.1564 0.4338 0.041 -0.064 0.304 47.15 0.670 0.640 345 356 -0.858146 0.025281 
NM_030953.4 0.3600 0.3025 0.3429 0.2853 0.117 0.046 0.435 54.59 0.444 0.454 496 521 -0.286372 0.069098 
NM_015638.3 0.2588 0.3978 0.1823 0.4399 0.077 0.027 0.408 52.40 0.646 0.516 765 797 -0.138770 0.080301 
NM_014018.3 0.3691 0.1879 0.3200 0.3655 0.062 -0.089 0.321 55.60 0.440 0.488 184 187 -0.439037 0.069519 
NM_024528.4 0.3333 0.3033 0.3343 0.2895 0.106 0.082 0.423 56.45 0.467 0.493 407 415 -1.635663 0.048193 
NM_012392.4 0.2790 0.4378 0.2048 0.2956 0.068 -0.019 0.356 43.07 0.600 0.586 270 284 -0.530282 0.123239 
NM_138400.2 0.2298 0.3960 0.2403 0.3985 0.081 0.032 0.398 54.05 0.623 0.540 835 860 -0.637209 0.053488 
NM_021970.4 0.4135 0.2308 0.3878 0.1957 0.129 0.053 0.423 54.74 0.341 0.414 123 124 0.125807 0.080645 
NM_003274.5 0.2520 0.4073 0.2352 0.3737 0.086 0.011 0.402 52.45 0.610 0.518 1213 1259 -0.263225 0.086577 
NM_017881.3 0.3767 0.2466 0.4336 0.2713 0.106 -0.014 0.415 49.92 0.378 0.402 188 199 -0.380402 0.115578 
NM_003489.4 0.4332 0.2216 0.3920 0.2140 0.111 0.008 0.393 50.19 0.342 0.421 1126 1158 -0.732297 0.044905 
NM_004528.4 0.3664 0.3740 0.1913 0.2617 0.098 0.012 0.388 51.18 0.524 0.513 147 152 0.281579 0.125000 
NM_016468.7 0.4933 0.2267 0.3086 0.2763 0.095 -0.019 0.380 60.71 0.380 0.425 100 106 -0.766981 0.094340 
NM_005471.5 0.2622 0.4533 0.1691 0.4286 0.136 0.117 0.484 51.25 0.661 0.511 277 289 -0.253633 0.110727 
NM_019121.2 0.0853 0.5354 0.0903 0.5201 0.046 -0.066 0.322 35.56 0.855 0.663 677 691 -0.519971 0.033285 
NM_022917.5 0.2359 0.3943 0.1569 0.4165 0.058 -0.013 0.353 48.32 0.670 0.599 1112 1146 -0.157853 0.070681 
NM_019104.3 0.1858 0.4536 0.1917 0.4301 0.059 -0.083 0.321 40.62 0.697 0.593 234 246 -1.155691 0.052846 
NM_004766.3 0.4094 0.2425 0.3587 0.2788 0.110 -0.021 0.394 50.63 0.394 0.438 869 906 -0.305629 0.093819 
NM_022490.3 0.3054 0.3293 0.2571 0.3771 0.099 0.054 0.424 54.71 0.547 0.486 406 419 -0.405489 0.064439 
NM_018268.4 0.4155 0.2216 0.3966 0.2320 0.112 0.041 0.425 52.97 0.348 0.427 442 459 -0.144880 0.074074 
NM_001933.5 0.3423 0.2911 0.2764 0.2939 0.085 0.013 0.392 56.79 0.478 0.522 439 453 -0.140839 0.052980 
NM_016037.4 0.3789 0.2422 0.3824 0.3608 0.103 -0.001 0.415 61.00 0.440 0.427 248 253 -1.133202 0.075099 
NM_138423.4 0.3836 0.2956 0.3273 0.3365 0.100 -0.006 0.399 61.00 0.464 0.472 429 436 -0.985092 0.045872 
NM_001010854.2 0.2342 0.4039 0.2273 0.3748 0.072 0.002 0.373 52.57 0.621 0.550 816 843 -0.205457 0.065243 
NM_019070.5 0.1054 0.5189 0.1139 0.5399 0.064 -0.017 0.383 38.18 0.822 0.611 472 483 -0.176190 0.060041 
NM_018465.4 0.3469 0.2857 0.4071 0.2647 0.105 0.064 0.437 49.35 0.407 0.404 135 147 -0.226531 0.115646 
NM_006597.6 0.4641 0.3247 0.2315 0.2604 0.158 0.159 0.507 49.64 0.447 0.465 631 646 -0.456037 0.063467 
NM_000157.4 0.2461 0.4564 0.2025 0.3164 0.081 0.002 0.383 49.18 0.629 0.553 512 536 -0.138619 0.110075 
NM_015397.4 0.3034 0.3430 0.2657 0.3323 0.084 -0.002 0.384 55.16 0.536 0.511 440 453 -0.414128 0.094923 
NM_005730.4 0.2432 0.4550 0.1422 0.4392 0.086 0.044 0.423 45.83 0.689 0.556 267 271 -0.139852 0.092251 
NM_005877.6 0.2596 0.4281 0.2028 0.3987 0.095 0.001 0.403 49.37 0.634 0.562 766 793 -0.739470 0.058008 
NM_001099436.4 0.1781 0.4685 0.1340 0.4732 0.060 -0.032 0.348 44.21 0.747 0.602 454 472 -0.302330 0.072034 
NM_006468.8 0.3194 0.3096 0.3214 0.3188 0.105 0.042 0.425 56.82 0.485 0.470 515 534 -0.375656 0.063670 
NM_006929.5 0.2312 0.3980 0.1750 0.4131 0.061 -0.041 0.344 47.91 0.662 0.585 1198 1246 -0.187159 0.061798 
NM_024946.4 0.2644 0.4138 0.3350 0.3282 0.126 0.134 0.486 51.95 0.542 0.484 251 254 -1.153150 0.051181 
NM_014182.5 0.2406 0.4511 0.1802 0.3366 0.085 0.025 0.411 58.04 0.644 0.510 146 153 0.431372 0.130719 
NM_005762.3 0.2474 0.4545 0.1181 0.4049 0.069 -0.064 0.332 42.34 0.699 0.622 814 835 -0.387186 0.044311 
NM_016462.4 0.3571 0.2959 0.2442 0.2317 0.094 0.097 0.413 49.33 0.462 0.521 104 112 0.660714 0.116071 
NM_005339.5 0.3333 0.1765 0.5000 0.2517 0.082 -0.073 0.359 54.52 0.328 0.427 192 200 -0.269000 0.080000 
NM_006331.8 0.3568 0.2915 0.2216 0.3516 0.075 -0.020 0.373 50.14 0.517 0.515 236 244 -0.086885 0.057377 
NM_003565.3 0.1159 0.5739 0.0828 0.4204 0.056 -0.010 0.353 35.30 0.831 0.660 1024 1050 -0.317810 0.056190 
NM_021079.5 0.2339 0.4355 0.2072 0.4273 0.087 0.006 0.406 50.34 0.656 0.530 471 496 -0.528226 0.092742 
NM_004846.4 0.3152 0.3967 0.2386 0.3558 0.093 -0.008 0.398 58.38 0.567 0.502 231 245 -0.873061 0.093878 
NM_012247.5 0.2370 0.3766 0.2838 0.3553 0.079 0.001 0.400 54.29 0.576 0.523 370 392 -0.049235 0.058673 
NM_006451.5 0.4133 0.2080 0.3589 0.2926 0.090 0.001 0.383 53.55 0.388 0.477 467 479 -0.690397 0.083507 
NM_016069.11 0.1848 0.4674 0.1731 0.4400 0.059 -0.132 0.295 45.71 0.713 0.592 122 125 -0.472800 0.056000 
NM_018394.4 0.3920 0.2440 0.3519 0.2300 0.085 -0.015 0.376 55.42 0.379 0.466 290 306 -0.009150 0.075163 
NM_001695.5 0.4097 0.2222 0.3921 0.2950 0.133 0.076 0.454 53.95 0.383 0.394 368 382 -0.313351 0.094241 
NM_001025.5 0.4595 0.2523 0.3158 0.2407 0.127 0.061 0.426 51.14 0.383 0.455 141 143 -0.518881 0.055944 
NM_003818.4 0.2695 0.4151 0.2098 0.3843 0.091 0.003 0.416 51.75 0.610 0.488 421 445 0.274607 0.159551 
NM_030752.3 0.4641 0.1996 0.3645 0.2132 0.124 0.049 0.431 50.63 0.320 0.420 540 556 -0.037770 0.037770 
NM_145052.4 0.3147 0.3426 0.2975 0.2909 0.086 0.002 0.395 56.65 0.498 0.497 301 309 -0.255016 0.061489 
NM_001658.4 0.1277 0.5957 0.1077 0.4622 0.081 0.027 0.415 36.39 0.813 0.576 171 181 -0.262431 0.093923 
NM_017994.5 0.2462 0.4470 0.2356 0.3140 0.102 -0.007 0.402 55.14 0.608 0.508 301 314 0.000319 0.105096 
NM_015348.2 0.3451 0.2782 0.3934 0.2078 0.095 -0.011 0.384 54.97 0.391 0.451 1841 1883 -0.369676 0.074349 
NM_016403.4 0.4074 0.2469 0.4607 0.2151 0.146 0.058 0.431 54.38 0.342 0.435 225 229 -1.432315 0.052402 
NM_000318.3 0.4398 0.2199 0.3548 0.2836 0.105 -0.008 0.392 55.18 0.375 0.410 293 305 0.038033 0.127869 
NM_015380.5 0.3429 0.3143 0.3399 0.2424 0.087 0.026 0.400 57.63 0.444 0.477 453 469 -0.212367 0.104478 
NM_015554.3 0.3765 0.2984 0.3525 0.2518 0.116 0.016 0.415 53.88 0.423 0.436 593 617 -0.360454 0.123177 
NM_020827.3 0.3971 0.2132 0.4662 0.2085 0.123 -0.001 0.400 49.92 0.324 0.402 525 532 -1.082519 0.048872 
NM_030649.3 0.1267 0.5328 0.0682 0.5251 0.054 -0.063 0.337 36.80 0.842 0.644 812 834 -0.370384 0.062350 
NM_005829.5 0.3377 0.3701 0.1942 0.4298 0.139 0.174 0.521 52.60 0.580 0.472 188 193 0.061658 0.088083 
NM_015327.3 0.2592 0.4450 0.1894 0.3718 0.071 -0.033 0.359 49.73 0.640 0.555 987 1016 -0.396358 0.067913 
NM_024042.4 0.1012 0.5603 0.0498 0.4487 0.032 -0.139 0.240 34.33 0.868 0.743 287 293 0.003413 0.068259 
NM_002808.5 0.3118 0.3301 0.2078 0.4076 0.078 -0.021 0.369 51.18 0.579 0.528 870 908 -0.174339 0.062775 
NM_022821.4 0.2366 0.5000 0.1497 0.3512 0.104 0.115 0.468 44.97 0.679 0.517 252 279 0.351613 0.179211 
NM_001105573.2 0.2645 0.3719 0.2074 0.3720 0.065 -0.059 0.330 49.92 0.605 0.572 276 286 -0.134615 0.090909 
NM_003755.5 0.1557 0.5697 0.1000 0.4638 0.085 0.034 0.421 40.18 0.797 0.602 311 320 -0.808125 0.065625 
NM_033198.4 0.2412 0.4226 0.1419 0.4116 0.077 0.012 0.383 46.40 0.679 0.569 532 555 0.057477 0.090090 
NM_017583.6 0.2546 0.4028 0.3066 0.4053 0.098 -0.003 0.411 58.00 0.583 0.545 333 344 -1.052616 0.034884 
NM_002431.4 0.4110 0.2237 0.4093 0.2920 0.122 0.070 0.444 52.02 0.381 0.416 302 309 -0.679612 0.067961 
NM_002717.4 0.4181 0.2373 0.4545 0.2094 0.118 -0.032 0.402 48.87 0.330 0.386 430 447 -0.610514 0.100671 
NM_006445.4 0.2626 0.4433 0.1735 0.4252 0.095 0.045 0.430 49.99 0.655 0.522 2214 2335 -0.468051 0.114347 
NM_018337.4 0.0899 0.4944 0.0634 0.5414 0.027 -0.186 0.218 32.32 0.871 0.736 317 327 -0.618043 0.055046 
NM_024083.4 0.1480 0.4305 0.1013 0.5230 0.047 -0.077 0.307 40.38 0.792 0.655 544 553 -0.528391 0.056058 
NM_002787.5 0.4293 0.1848 0.3946 0.2370 0.102 0.039 0.419 54.94 0.330 0.437 227 234 -0.186325 0.102564 
NM_006387.6 0.1338 0.5755 0.1078 0.4582 0.058 -0.019 0.360 38.68 0.808 0.646 875 916 -1.065830 0.078603 
NM_019051.3 0.4331 0.2362 0.3697 0.1930 0.131 0.097 0.444 57.48 0.344 0.437 151 158 -0.441772 0.094937 
NM_002139.4 0.4028 0.1944 0.4656 0.0960 0.094 0.054 0.371 48.37 0.256 0.492 383 391 -1.367263 0.086957 
NM_177533.5 0.1758 0.4451 0.1229 0.4571 0.054 -0.062 0.326 45.91 0.749 0.640 215 222 -0.132432 0.081081 
NM_007278.2 0.2809 0.4270 0.2471 0.3974 0.113 0.109 0.478 47.03 0.600 0.490 115 117 -0.534188 0.145299 
NM_020243.5 0.2647 0.3137 0.2017 0.4435 0.052 -0.079 0.313 55.49 0.619 0.577 134 142 -0.236620 0.063380 
NM_022063.3 0.4000 0.2400 0.4586 0.2543 0.111 -0.070 0.372 55.44 0.359 0.406 223 233 -1.254077 0.068670 
NM_014663.3 0.3548 0.3511 0.2513 0.3417 0.107 0.025 0.418 54.48 0.527 0.503 1027 1064 -0.564756 0.093985 
NM_000629.3 0.4779 0.2121 0.4390 0.1689 0.135 0.013 0.437 49.12 0.284 0.368 538 557 -0.276661 0.109515 
NM_001084.5 0.1609 0.4959 0.1153 0.4921 0.062 0.003 0.382 39.79 0.776 0.607 706 738 -0.422087 0.116531 
NM_014673.5 0.4476 0.1905 0.4512 0.2450 0.151 0.118 0.471 45.32 0.318 0.397 280 297 -0.700337 0.101010 
NM_020154.3 0.3487 0.2359 0.2995 0.3073 0.068 -0.070 0.333 52.56 0.449 0.489 225 242 -0.077686 0.086777 
NM_006924.5 0.3348 0.3482 0.2789 0.2077 0.083 0.053 0.389 57.53 0.475 0.554 244 248 -1.152016 0.092742 
NM_004890.3 0.2133 0.4400 0.2186 0.4655 0.087 -0.049 0.370 46.54 0.671 0.551 219 227 -1.029075 0.057269 
NM_032168.3 0.4261 0.2240 0.4241 0.2320 0.118 0.005 0.418 52.41 0.340 0.397 804 830 -0.252048 0.102410 
NM_015922.3 0.2368 0.4342 0.2138 0.3858 0.089 0.003 0.404 50.45 0.637 0.524 361 373 -0.149866 0.096515 
NM_014943.5 0.2066 0.4590 0.2422 0.3535 0.093 0.013 0.407 52.44 0.638 0.550 814 837 -0.640860 0.053763 
NM_006134.7 0.4848 0.1818 0.3810 0.1789 0.136 0.092 0.455 48.24 0.283 0.409 145 158 0.485443 0.183544 
NM_021156.4 0.3622 0.2835 0.2657 0.3760 0.082 -0.041 0.369 58.05 0.508 0.525 333 349 -0.495702 0.085960 
NM_030981.3 0.1925 0.5404 0.1118 0.4348 0.097 0.051 0.441 40.99 0.754 0.562 195 201 -0.305473 0.089552 
NM_015484.5 0.3537 0.2195 0.4105 0.3536 0.095 -0.028 0.377 44.61 0.424 0.450 236 243 -1.168313 0.074074 
NM_032286.3 0.3684 0.3684 0.2353 0.4130 0.093 -0.034 0.402 55.53 0.553 0.464 132 135 -0.599259 0.074074 
NM_025158.5 0.2300 0.3573 0.2697 0.4408 0.061 -0.069 0.343 54.41 0.610 0.531 682 708 -0.626695 0.033898 
NM_015945.12 0.1511 0.5305 0.0880 0.4216 0.067 0.058 0.397 42.54 0.794 0.584 350 365 0.715617 0.126027 
NM_002790.4 0.3923 0.2707 0.3037 0.3064 0.117 0.036 0.433 55.83 0.442 0.461 231 241 -0.106639 0.066390 
NM_015525.4 0.4921 0.1575 0.4075 0.2161 0.128 0.019 0.415 45.73 0.284 0.393 1313 1353 -0.307687 0.077605 
NM_015859.4 0.4511 0.1654 0.4214 0.2724 0.089 -0.117 0.352 42.88 0.328 0.449 366 376 -0.627660 0.039894 
NM_032569.4 0.2459 0.3853 0.2494 0.3877 0.089 0.002 0.394 53.59 0.603 0.529 531 553 -0.438336 0.063291 
NM_003750.4 0.4099 0.2085 0.3985 0.2793 0.108 0.045 0.403 53.88 0.372 0.472 1326 1382 -1.488712 0.054269 
NM_018269.4 0.1567 0.4701 0.2017 0.5413 0.074 -0.038 0.383 46.36 0.731 0.559 167 179 -0.816760 0.134078 
NM_015012.4 0.4108 0.1992 0.3973 0.2157 0.101 0.031 0.411 47.93 0.329 0.409 280 291 0.440893 0.134021 
NM_198334.3 0.3008 0.3535 0.1888 0.3924 0.078 0.016 0.387 50.85 0.594 0.552 899 944 -0.359004 0.106992 
NM_007076.3 0.1191 0.5374 0.1257 0.4713 0.076 0.030 0.411 41.75 0.799 0.587 438 458 -0.120524 0.076419 
NM_006991.5 0.4271 0.2825 0.3481 0.2981 0.111 0.014 0.421 51.23 0.420 0.437 1004 1029 -0.818465 0.077745 
NM_002211.4 0.4411 0.2468 0.3824 0.2593 0.118 0.001 0.423 52.13 0.369 0.414 777 798 -0.403509 0.072682 
NM_014280.3 0.3503 0.2293 0.4293 0.3418 0.105 -0.040 0.390 60.27 0.419 0.435 246 253 -1.297233 0.071146 
NM_152415.3 0.4085 0.2320 0.3930 0.2226 0.113 0.030 0.411 53.85 0.354 0.426 384 397 -0.346851 0.070529 
NM_012179.4 0.3394 0.2638 0.2960 0.3272 0.082 0.019 0.383 58.18 0.472 0.491 506 522 -0.352107 0.078544 
NM_018255.4 0.4492 0.2109 0.3662 0.2460 0.118 0.022 0.422 49.21 0.349 0.437 791 826 -0.150726 0.094431 
NM_004457.5 0.4324 0.2100 0.4107 0.2186 0.114 0.019 0.416 53.42 0.327 0.406 692 720 -0.184722 0.090278 
NM_015937.6 0.1636 0.5072 0.1471 0.3966 0.070 0.031 0.397 43.46 0.741 0.588 557 578 -0.129585 0.114187 
NM_019009.4 0.0845 0.5822 0.0905 0.4873 0.054 -0.073 0.346 34.95 0.856 0.641 257 274 -0.242701 0.069343 
NM_052951.3 0.2186 0.3806 0.2713 0.3852 0.061 -0.060 0.337 54.41 0.603 0.564 312 329 -0.670821 0.057751 
NM_012239.6 0.2197 0.3902 0.1384 0.4379 0.052 -0.051 0.324 46.49 0.692 0.612 389 399 -0.072682 0.085213 
NM_006292.4 0.3896 0.2825 0.3378 0.2419 0.121 0.075 0.440 55.84 0.411 0.452 375 390 -0.465385 0.084615 
NM_004623.5 0.3542 0.3090 0.3050 0.3717 0.096 -0.071 0.350 53.12 0.501 0.476 377 387 -0.672352 0.100775 
NM_178014.4 0.2593 0.5470 0.1379 0.3189 0.105 0.028 0.421 43.93 0.681 0.560 423 444 -0.347973 0.096847 
NM_181514.2 0.2381 0.3095 0.2865 0.3585 0.080 0.089 0.434 54.08 0.551 0.517 198 205 -0.050244 0.063415 
NM_015047.3 0.2727 0.3763 0.1789 0.4123 0.080 0.019 0.400 50.58 0.628 0.537 954 993 -0.106546 0.093656 
NM_018244.5 0.3451 0.2965 0.2409 0.3960 0.069 -0.040 0.374 55.53 0.529 0.491 278 299 -0.321739 0.096990 
NM_015117.3 0.1650 0.5000 0.1344 0.3690 0.062 0.001 0.349 43.37 0.742 0.647 934 948 -0.719620 0.043249 
NM_004749.4 0.1853 0.4196 0.1598 0.4706 0.060 -0.023 0.349 47.08 0.718 0.590 610 631 -0.091442 0.069731 
NM_005104.4 0.3462 0.3126 0.2838 0.3095 0.097 0.031 0.397 58.23 0.494 0.513 780 801 -0.847191 0.044944 
NM_005977.4 0.4241 0.1850 0.4280 0.1972 0.098 0.057 0.416 50.12 0.303 0.434 673 685 -1.114744 0.045255 
NM_002074.5 0.2526 0.5051 0.1525 0.3028 0.108 0.079 0.441 48.08 0.660 0.562 324 340 -0.231177 0.079412 
NM_052853.4 0.2065 0.4321 0.1315 0.4265 0.053 -0.048 0.330 46.68 0.713 0.597 606 626 0.176837 0.071885 
NM_003168.3 0.3118 0.2903 0.2619 0.4051 0.083 0.033 0.418 52.21 0.536 0.507 110 117 -0.279487 0.085470 
NM_032299.4 0.4593 0.1919 0.4345 0.2375 0.126 0.002 0.404 49.80 0.318 0.399 223 237 -0.459916 0.130802 
NM_032373.5 0.4536 0.1856 0.4686 0.2531 0.142 0.026 0.433 49.49 0.312 0.385 247 256 -0.669141 0.082031 
NM_080603.5 0.2257 0.4934 0.1796 0.3636 0.083 0.010 0.391 45.87 0.674 0.555 463 485 -0.143918 0.092784 
NM_015898.4 0.0506 0.6538 0.0408 0.4848 0.056 -0.082 0.319 31.15 0.925 0.707 573 584 -0.461473 0.063356 
NM_057161.4 0.3030 0.3970 0.1724 0.3693 0.087 0.001 0.395 51.50 0.603 0.542 365 382 -0.319633 0.112565 
NM_007235.6 0.4297 0.1828 0.4069 0.2750 0.109 0.012 0.409 50.81 0.343 0.407 926 962 -0.018815 0.093555 
NM_032593.3 0.2963 0.2889 0.1871 0.4275 0.056 -0.035 0.342 50.36 0.590 0.607 161 163 0.004295 0.042945 
NM_030571.4 0.4171 0.2406 0.2484 0.3425 0.083 -0.014 0.373 49.90 0.448 0.475 212 221 0.055656 0.176471 
NM_004548.3 0.1453 0.5641 0.1803 0.5044 0.083 -0.018 0.407 41.30 0.759 0.560 162 172 -1.030814 0.104651 
NM_001519.4 0.1463 0.4878 0.1321 0.4817 0.055 -0.074 0.329 41.30 0.773 0.616 660 677 -0.501773 0.041359 
NM_013325.5 0.2081 0.4752 0.1935 0.3861 0.090 0.065 0.433 48.61 0.676 0.560 374 393 -0.169466 0.109415 
NM_006510.5 0.2152 0.4506 0.1828 0.4444 0.072 -0.050 0.363 50.06 0.686 0.560 493 513 -0.410916 0.083821 
NM_004792.3 0.4118 0.2030 0.4933 0.2142 0.135 0.044 0.424 48.94 0.311 0.390 743 754 -1.883157 0.043767 
NM_001261434.2 0.3106 0.3106 0.1908 0.4463 0.068 -0.062 0.353 49.63 0.594 0.540 399 412 -0.399515 0.048544 
